ItemID,UPC,BasePrice,IMAP,BHG Brand Name,Status,Description,Notes,Image URL,Title
G LPE4053CZ,31902988233,$249.00,$498.00,Landstrom's NEW SPRING 2025 ,MADE TO ORDER 30-35 business days,,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g lp4053cz_lg.jpg,Black Hills Gold 10K yellow gold bypass necklace with left bypass accented with 9 graduated czs and right bypass accented with 5 pink & green 12K gold leaves.  Complimentary gold filled split rope chain included.  
G LER4049,31902988356,$230.00,$460.00,Landstrom's NEW SPRING 2025 ,MADE TO ORDER 30-35 business days,,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g ler4049_lg.jpg,Black Hills Gold 10K yellow gold half hoop wire framed earrings accented with 3 pink & green 12K leaves.  14K yellow post and ear back.
G LPE4048CZ,31902988301,$184.00,$368.00,Landstrom's NEW SPRING 2025 ,MADE TO ORDER 30-35 business days,,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g lpe4048cz_lg.jpg,"Black Hills Gold 10K yellow gold paper clip pendant accented with 2.5mm CZ and connected with 12K pink & green 12K leaf link.  18"" complimentary gold filled rope chain included. "
G LPE4051CZ,31902988363,$309.00,$618.00,Landstrom's NEW SPRING 2025 ,MADE TO ORDER 30-35 business days,,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g lpe4051cz_lg.jpg,"Black Hills Gold 10K yellow gold Alahambra pendant accented with 32 cz's set around the 12K pink & green 12K leaves in the center.  18"" complimentary gold filled chain included."
MRLPE4051CZ,31902988370,$139.00,$278.00,Landstrom's NEW SPRING 2025 ,MADE TO ORDER 30-35 business days,,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlpe4051cz_lg.jpg,"Black Hills Gold rhodium plated Sterling Silver  Alahambra pendant accented with 32 czs set around the 12K pink & green 12K leaves in the center.  18"" complimentary rhodium plated sterling silver chain included."
G LPE4052,31902988226,$195.00,$390.00,Landstrom's NEW SPRING 2025 ,MADE TO ORDER 30-35 business days,,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g lpe4052_lg.jpg,"Black Hills Gold 10K yellow gold Alahambra pendant accented with 8 pink & green 12K leaves.  18"" complimentary gold filled chain included."
MRLPE4052,31902988257,$75.00,$150.00,Landstrom's NEW SPRING 2025 ,MADE TO ORDER 30-35 business days,,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlpe4052_lg.jpg,"Black Hills Gold rhodium plated Sterling Silver  Alahambra pendant accented with 8 pink & green 12K leaves.  18"" complimentary rhodium plated sterling silver chain included."
G LER4052,31902988240,$250.00,$500.00,Landstrom's NEW SPRING 2025 ,MADE TO ORDER 30-35 business days,,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g ler4052_lg.jpg,Black Hills Gold 10K yellow gold Alahambra leverback earrings accented with 8 pink & green 12K leaves on each.  14KY gold plated leverbacks.
MRLER4052,31902988264,$94.00,$188.00,Landstrom's NEW SPRING 2025 ,MADE TO ORDER 30-35 business days,,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrler4052_lg.jpg,"Black Hills Gold rhodium plated Sterling Silver  Alahambra pendant accented with 8 pink & green 12K leaves.  18"" complimentary rhodium plated sterling silver chain included."
MRLPE4044,31902987748,$61.00,$122.00,Landstrom's NEW SPRING 2025 ,MADE TO ORDER 30-35 business days,,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlpe4044_lg.jpg,"Black Hills Gold rhodium plated Sterling Silver double circles linked and accented with 12K pink & green leaves.  18"" complimentary rhodium plated sterling silver split chain included."
G L01276,31902123528,$124.00,$248.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," 10K Gold Grapes and Vine with 12K Green and Rose Gold Leaves, and 2-2.5MM White Pearl",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01276_lg.jpg,Black Hills Gold Post Earrings
G L01277,31902123733,$139.00,$278.00,Landstrom's Original Black Hills Gold,FAST TRACK 3-8 business days," 10K Gold Grapes and Vive with 12K Green and Rose Gold Leaves, and .04cttw Diamonds",We strive to keep our FAST TRACK items in stock and in production for shipment within 3-8 working days!  ,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01277_lg.jpg,Black Hills Gold Post Earrings
G L01282,31902123559,$88.00,$176.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," 10K Gold Open Heart, Grapes and Vine with 12K Green and Rose Gold Leaves, and 2-2.5MM White Pearl",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01282_lg.jpg,Black Hills Gold Post Earrings
G L01283,31902123382,$111.00,$222.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," 10K Gold Open Heart, Grapes and Vine with 12K Green and Rose Gold Leaves, and .04cttw Diamonds",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01283_lg.jpg,Black Hills Gold Post Earrings
G L01287,31902123290,$331.00,$662.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," 10K Gold Grapes with 12K Green and Rose Gold Leaves, Leaf Post with Flower Dangle",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01287_lg.jpg,Black Hills Gold Post Earrings
G L01294,31902123818,$215.00,$430.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days, 10K Gold Grapes and Vine with 12K Green and Rose Gold Leaves,Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01294_lg.jpg,Black Hills Gold Fish Hook Earrings
G L01300,31902129827,$134.00,$268.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days, 10K Gold Cross and Grapes with 12K Green and Rose Gold Leaves,Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01300_lg.jpg,Black Hills Gold Post Earrings
G L01301,31902130946,$82.00,$164.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days, 10K Gold Interlocking Open Hearts with 12K Green and Rose Gold Leaves,Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01301_lg.jpg,Black Hills Gold Post Earrings
G L01333,31902454714,$173.00,$346.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," 10K Gold Open Heart with 12K Green and Rose Gold Leaves, Leaf Post with Open Heart Dangle",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01333_lg.jpg,Black Hills Gold Post Earrings
G L01353,31902466311,$195.00,$390.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," 10K Gold Vine with 12K Green and Rose Gold Leaves, Ball Post with Caged Marquise Black Onyx Dangle",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01353_lg.jpg,Black Hills Gold Post Earrings
G L01355X,31902461972,$96.00,$192.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days, 10K Rose Gold Open Rose with .02cctw Diamonds and 12K Green Gold Leaves,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01355x_lg.jpg,Black Hills Gold Post Earrings
G L01356,31902455988,$74.00,$148.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days, 10K Rose Gold Open Rose with 12K Green Gold Leaves,Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01356_lg.jpg,Black Hills Gold Post Earrings
G L01387,31902469145,$197.00,$394.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days, 10K Gold with 7x5MM Oval Opal and .02cttw Diamonds and 12K Green Gold Leaves,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01387_lg.jpg,Black Hills Gold Post Earrings
G L01503,31902140815,$210.00,$420.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days, 10K Gold Grapes and Vine with 12K Green and Rose Gold Leaves,Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01503_lg.jpg,Black Hills Gold Fleur Leverback Earrings
G L01566,31902715891,$133.00,$266.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days, 10K Gold Half-Hoop Earrings with Mini Rose Gold Open Roses,Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01566_lg.jpg,Black Hills Gold Post Earrings
G L01579,31902680830,$245.00,$490.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days, 10K Gold Grapes and Vine with 12K Green and Rose Gold Leaves,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01579_lg.jpg,Black Hills Gold Ball Leverback Earrings
G L01580,31902680861,$161.00,$322.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days, 10K Gold Grapes and Vine with 12K Green and Rose Gold Leaves,Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01580_lg.jpg,Black Hills Gold Post Earrings
G L01592,31902707803,$107.00,$214.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days, 12K Green and Rose Gold Hummingbird with Green Leaves on 10K Gold Flower,Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01592_lg.jpg,Black Hills Gold Shephard Hook Earrings
G L01593,31902705199,$217.00,$434.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days, 10K Gold Dangle with Grapes and Scrolling Vine and 12K Green and Rose Gold Hummingbird and Leaves,Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01593_lg.jpg,Black Hills Gold Ball Post Earrings
G L01595,31902141034,$225.00,$450.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days, 12K Green and Rose Gold Hummingbird framed by a 10K Gold Etched Open Heart,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01595_lg.jpg,Black Hills Gold Fleur Leverback Earrings
G L01630,31902718939,$174.00,$348.00,Landstrom's Original Black Hills Gold,FAST TRACK 3-8 business days, 10K Gold Dangle with Grapes and Scrolling Vine and 12K Green and Rose Gold Leaves,We strive to keep our FAST TRACK items in stock and in production for shipment within 3-8 working days!  ,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01630_lg.jpg,Black Hills Gold Ball Post Earrings
G L01631,31902718922,$143.00,$286.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days, 10K Gold Grapes and Vine with 12K Green and Rose Gold Leaves,Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01631_lg.jpg,Black Hills Gold Post Earrings
G L01632,31902718847,$93.00,$186.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days, 10K Gold Vine with 12K Green and Rose Gold Leaves,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01632_lg.jpg,Black Hills Gold Post Earrings
G L01651,31902636776,$148.00,$296.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days, 10K Gold Vine with Two Grape Clusters and One Larger 12K Green Leaf and one Smaller Rose Gold Leaf,Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01651_lg.jpg,Black Hills Gold Post Earrings
G L01652,31902636752,$95.00,$190.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days, 10K Gold Vine and Grapes with 12K Green and Rose Gold Leaves,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01652_lg.jpg,Black Hills Gold Post Earrings
G L01653,31902636691,$129.00,$258.00,Landstrom's Original Black Hills Gold,FAST TRACK 3-8 business days, 10K Gold Heart-Shaped Vine and Grapes with 12K Green and Rose Gold Leaves,We strive to keep our FAST TRACK items in stock and in production for shipment within 3-8 working days!  ,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01653_lg.jpg,Black Hills Gold Post Earrings
G L01654,31902636677,$133.00,$266.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days," 10K Rose Gold Rose Bud, Grapes and Vine with 12K Green Gold Leaf",Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01654_lg.jpg,Black Hills Gold Post Earrings
G L01655,31902636851,$200.00,$400.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," 10K Gold Marquise Dangle with Grapes, Vine and 12K Green and Rose Gold Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01655_lg.jpg,Black Hills Gold Ball Post Earrings
G L01656,31902636837,$336.00,$672.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," 10K Gold Graduated Dangle with Grapes, Vines and 12K Green and Rose Gold Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01656_lg.jpg,Black Hills Gold Ball Post Earrings
G L01657,31902636813,$150.00,$300.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," 10K Gold Heart, Vine and Grapes with 12K Green and Rose Gold Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01657_lg.jpg,Black Hills Gold Post Earrings
G L01658,31902636790,$118.00,$236.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days, 10K Gold Vine and Grapes with 12K Green and Rose Gold Leaves,Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01658_lg.jpg,Black Hills Gold Post Earrings
G L01665,31902778223,$159.00,$318.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days, 10K Gold Heart-Shaped Vine and Grapes with 12K Green and Rose Gold Leaves,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01665_lg.jpg,Black Hills Gold Leaf Post Earrings
G L01683,31902636042,$104.00,$208.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days, 10K Gold Cross and Grape with 12K Green and Rose Gold Leaves,Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01683_lg.jpg,Black Hills Gold Post Earrings
G L01688,31902141263,$198.00,$396.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," 10K Gold Grapes and Heart with 8MM Onyx inlay, and 12K Green and Rose Gold Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01688_lg.jpg,Black Hills Gold Post Earrings
G L01690,31902685088,$134.00,$268.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days, 10K Rose Gold Open Rose with 12K Green Gold Leaves,Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01690_lg.jpg,Black Hills Gold Post Earrings
G L01692,31902685033,$118.00,$236.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days," 10K Gold Grapes, Vines and a Rose Gold Open Rose with 12K Green Gold Leaves",Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01692_lg.jpg,Black Hills Gold Post Earrings
G L01707,31902141799,$373.00,$746.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days," 10K Gold Antiqued Hoops with Grapes and vines, and 12K Green and Rose Gold Leaves",Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01707_lg.jpg,Black Hills Gold Earwire Earrings
G L01708,31902784354,$266.00,$532.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days, 10K Gold Grapes and vines with 12K Green and Rose Gold Leaves on Antiqued Background,Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l01708_lg.jpg,Black Hills Gold Post Earrings
G L02247X,31902553646,$190.00,$380.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days, 10K Gold Bypass Shank with Rose Gold Open Rose accented by a .02ct Diamond and 12K Green Gold Leaves,NULL Style for special order sizes only!  Please select from stock SIZES AND OPTIONS below.  Select the NULL Style only for special order size and indicate desired size in the NOTES.  MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l02247x_lg.jpg,Black Hills Gold Ladies Diamond Ring
G L02247X    020,31902553646,$190.00,$380.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days, 10K Gold Bypass Shank with Rose Gold Open Rose accented by a .02ct Diamond and 12K Green Gold Leaves,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l02247x_lg.jpg,Black Hills Gold Ladies Diamond Ring
G L02247X    025,31902553653,$190.00,$380.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days, 10K Gold Bypass Shank with Rose Gold Open Rose accented by a .02ct Diamond and 12K Green Gold Leaves,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l02247x_lg.jpg,Black Hills Gold Ladies Diamond Ring
G L02247X    030,31902553660,$190.00,$380.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days, 10K Gold Bypass Shank with Rose Gold Open Rose accented by a .02ct Diamond and 12K Green Gold Leaves,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l02247x_lg.jpg,Black Hills Gold Ladies Diamond Ring
G L02247X    035,31902456398,$190.00,$380.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days, 10K Gold Bypass Shank with Rose Gold Open Rose accented by a .02ct Diamond and 12K Green Gold Leaves,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l02247x_lg.jpg,Black Hills Gold Ladies Diamond Ring
G L02247X    040,31902456381,$190.00,$380.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days, 10K Gold Bypass Shank with Rose Gold Open Rose accented by a .02ct Diamond and 12K Green Gold Leaves,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l02247x_lg.jpg,Black Hills Gold Ladies Diamond Ring
G L02247X    045,31902456374,$190.00,$380.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days, 10K Gold Bypass Shank with Rose Gold Open Rose accented by a .02ct Diamond and 12K Green Gold Leaves,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l02247x_lg.jpg,Black Hills Gold Ladies Diamond Ring
G L02247X    050,31902456367,$190.00,$380.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days, 10K Gold Bypass Shank with Rose Gold Open Rose accented by a .02ct Diamond and 12K Green Gold Leaves,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l02247x_lg.jpg,Black Hills Gold Ladies Diamond Ring
G L02247X    055,31902455445,$190.00,$380.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days, 10K Gold Bypass Shank with Rose Gold Open Rose accented by a .02ct Diamond and 12K Green Gold Leaves,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l02247x_lg.jpg,Black Hills Gold Ladies Diamond Ring
G L02247X    060,31902456190,$190.00,$380.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days, 10K Gold Bypass Shank with Rose Gold Open Rose accented by a .02ct Diamond and 12K Green Gold Leaves,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l02247x_lg.jpg,Black Hills Gold Ladies Diamond Ring
G L02247X    065,31902455469,$190.00,$380.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days, 10K Gold Bypass Shank with Rose Gold Open Rose accented by a .02ct Diamond and 12K Green Gold Leaves,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l02247x_lg.jpg,Black Hills Gold Ladies Diamond Ring
G L02247X    070,31902455032,$190.00,$380.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days, 10K Gold Bypass Shank with Rose Gold Open Rose accented by a .02ct Diamond and 12K Green Gold Leaves,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l02247x_lg.jpg,Black Hills Gold Ladies Diamond Ring
G L02247X    075,31902454868,$190.00,$380.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days, 10K Gold Bypass Shank with Rose Gold Open Rose accented by a .02ct Diamond and 12K Green Gold Leaves,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l02247x_lg.jpg,Black Hills Gold Ladies Diamond Ring
G L02247X    080,31902455025,$190.00,$380.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days, 10K Gold Bypass Shank with Rose Gold Open Rose accented by a .02ct Diamond and 12K Green Gold Leaves,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/g l02247x_lg.jpg,Black Hills Gold Ladies Diamond Ring
